-0.023241	0.602032	0.790281	-0.111685
-0.023021	0.601925	0.790419	-0.111324
-0.023067	0.602154	0.790235	-0.111388
-0.023083	0.601998	0.790362	-0.111326
-0.022862	0.601974	0.790412	-0.111141
-0.022650	0.602467	0.789961	-0.111722
-0.022925	0.602230	0.790146	-0.111639
-0.022781	0.602625	0.789855	-0.111596
-0.022206	0.602449	0.790082	-0.111055
-0.022460	0.602837	0.789709	-0.111550
-0.022317	0.602285	0.790183	-0.111201
-0.022253	0.602618	0.789930	-0.111203
-0.022251	0.602204	0.790260	-0.111102
-0.022056	0.602280	0.790196	-0.111190
-0.021646	0.602126	0.790416	-0.110537
-0.021620	0.601725	0.790730	-0.110480
-0.021908	0.601617	0.790800	-0.110511
-0.022068	0.601395	0.791039	-0.109976
-0.022245	0.601887	0.790641	-0.110108
-0.022297	0.601451	0.791023	-0.109736
-0.022498	0.601963	0.790598	-0.109950
-0.022346	0.601908	0.790717	-0.109422
-0.022299	0.602119	0.790511	-0.109759
-0.022379	0.601870	0.790699	-0.109757
-0.022607	0.601827	0.790766	-0.109466
-0.022470	0.601962	0.790623	-0.109783
-0.023039	0.601160	0.791216	-0.109786
-0.022715	0.601259	0.791131	-0.109924
-0.022423	0.600896	0.791445	-0.109708
-0.022239	0.601294	0.791097	-0.110076
-0.022090	0.600962	0.791389	-0.109814
-0.022234	0.601507	0.790932	-0.110099
-0.022393	0.601474	0.790951	-0.110109
-0.022584	0.601542	0.790874	-0.110253
-0.022326	0.601765	0.790747	-0.109998
-0.022604	0.601845	0.790700	-0.109843
-0.022514	0.601897	0.790635	-0.110041
-0.022679	0.601984	0.790611	-0.109703
-0.022896	0.602434	0.790211	-0.110076
-0.022909	0.601742	0.790817	-0.109496
-0.023130	0.602005	0.790578	-0.109731
-0.022851	0.601559	0.791002	-0.109176
-0.023061	0.601579	0.790952	-0.109388
-0.022694	0.601368	0.791129	-0.109346
-0.022661	0.601245	0.791262	-0.109066
-0.022453	0.601539	0.791011	-0.109308
-0.022907	0.601269	0.791248	-0.108984
-0.022686	0.601334	0.791208	-0.108964
-0.022856	0.600939	0.791546	-0.108646
-0.023012	0.601291	0.791251	-0.108817
-0.023079	0.600925	0.791616	-0.108172
-0.023109	0.601257	0.791341	-0.108325
-0.022961	0.601089	0.791454	-0.108471
-0.022933	0.601145	0.791397	-0.108577
-0.023035	0.601502	0.791157	-0.108328
-0.023244	0.601140	0.791453	-0.108133
-0.023269	0.601140	0.791450	-0.108149
-0.023297	0.600956	0.791603	-0.108047
-0.023309	0.601503	0.791128	-0.108478
-0.022976	0.600772	0.791730	-0.108207
-0.023131	0.601031	0.791485	-0.108532
-0.022652	0.601008	0.791606	-0.107873
-0.022846	0.601078	0.791481	-0.108354
-0.023101	0.600850	0.791647	-0.108358
-0.023555	0.600824	0.791689	-0.108090
-0.023567	0.601507	0.791134	-0.108354
-0.023666	0.600997	0.791562	-0.108034
-0.023485	0.601475	0.791187	-0.108163
-0.023065	0.601305	0.791358	-0.107947
-0.023318	0.601690	0.790986	-0.108475
-0.023538	0.601126	0.791465	-0.108057
-0.023361	0.601312	0.791312	-0.108186
-0.023634	0.601145	0.791437	-0.108139
-0.023824	0.601321	0.791270	-0.108336
-0.023647	0.601330	0.791315	-0.108000
-0.023874	0.601209	0.791410	-0.107928
-0.023930	0.601218	0.791341	-0.108369
-0.024197	0.600889	0.791621	-0.108091
-0.024438	0.601255	0.791250	-0.108710
-0.024522	0.600694	0.791749	-0.108164
-0.024603	0.601175	0.791358	-0.108336
-0.024325	0.600843	0.791678	-0.107898
-0.024131	0.601262	0.791352	-0.107999
-0.024176	0.601024	0.791571	-0.107706
-0.024446	0.601085	0.791545	-0.107503
-0.024334	0.601486	0.791164	-0.108084
-0.024509	0.601082	0.791507	-0.107781
-0.024270	0.601245	0.791376	-0.107887
-0.024270	0.601245	0.791376	-0.107887
-0.024714	0.600632	0.791870	-0.107572
-0.024546	0.600496	0.791967	-0.107658
-0.024399	0.601037	0.791556	-0.107697
-0.024395	0.600865	0.791705	-0.107563
-0.024849	0.601114	0.791458	-0.107885
-0.024457	0.601244	0.791426	-0.107484
-0.024627	0.600982	0.791619	-0.107488
-0.024318	0.601122	0.791485	-0.107763
-0.024546	0.601111	0.791522	-0.107495
-0.024880	0.601434	0.791233	-0.107741
-0.024502	0.601249	0.791402	-0.107619
-0.024516	0.601694	0.791038	-0.107805
-0.024409	0.601552	0.791213	-0.107338
-0.024482	0.601548	0.791209	-0.107371
-0.024531	0.601051	0.791630	-0.107038
-0.024435	0.601026	0.791657	-0.107004
-0.024168	0.600925	0.791707	-0.107263
-0.024257	0.600440	0.792100	-0.107059
-0.024463	0.600572	0.791999	-0.107011
-0.024093	0.600459	0.792198	-0.106260
-0.024612	0.600531	0.792074	-0.106658
-0.024616	0.599817	0.792654	-0.106360
