-0.015919	0.622883	0.772764	-0.120823
-0.015711	0.622679	0.772818	-0.121556
-0.016017	0.622237	0.773281	-0.120837
-0.015956	0.622099	0.773328	-0.121251
-0.016542	0.621484	0.773945	-0.120391
-0.016696	0.621434	0.773963	-0.120512
-0.016728	0.620580	0.774750	-0.119843
-0.017195	0.620945	0.774497	-0.119522
-0.016927	0.620605	0.774752	-0.119674
-0.017289	0.620549	0.774852	-0.119267
-0.017496	0.620819	0.774679	-0.118955
-0.017763	0.620217	0.775153	-0.118969
-0.017444	0.619868	0.775356	-0.119508
-0.017570	0.619662	0.775581	-0.119094
-0.017930	0.619842	0.775376	-0.119442
-0.017986	0.619300	0.775861	-0.119094
-0.018478	0.619663	0.775516	-0.119383
-0.018738	0.619884	0.775376	-0.119104
-0.018865	0.620161	0.775158	-0.119062
-0.018659	0.620009	0.775300	-0.118959
-0.018908	0.620515	0.774880	-0.119013
-0.018774	0.620740	0.774610	-0.119621
-0.018439	0.619995	0.775223	-0.119564
-0.018672	0.619996	0.775215	-0.119574
-0.018927	0.619480	0.775726	-0.118893
-0.019311	0.619433	0.775704	-0.119223
-0.019356	0.618692	0.776322	-0.119033
-0.019608	0.619177	0.775872	-0.119402
-0.019198	0.618685	0.776210	-0.119824
-0.018683	0.618839	0.776064	-0.120058
-0.018476	0.619105	0.775903	-0.119759
-0.018375	0.618925	0.776038	-0.119832
-0.018246	0.618529	0.776270	-0.120386
-0.018388	0.618300	0.776547	-0.119755
-0.018589	0.618752	0.776145	-0.119993
-0.018398	0.618081	0.776723	-0.119745
-0.018091	0.618108	0.776613	-0.120362
-0.018115	0.618147	0.776637	-0.120006
-0.017885	0.618302	0.776459	-0.120389
-0.017850	0.617722	0.776956	-0.120168
-0.017938	0.618034	0.776712	-0.120129
-0.017924	0.618099	0.776570	-0.120713
-0.018007	0.617554	0.777090	-0.120141
-0.017939	0.617692	0.776950	-0.120349
-0.018176	0.617466	0.777200	-0.119860
-0.017871	0.617729	0.776961	-0.120100
-0.017656	0.617195	0.777404	-0.120007
-0.017818	0.617720	0.776928	-0.120365
-0.017615	0.617247	0.777270	-0.120608
-0.017694	0.617091	0.777420	-0.120433
-0.017653	0.617182	0.777387	-0.120180
-0.017860	0.617139	0.777444	-0.120007
-0.017453	0.616905	0.777541	-0.120640
-0.017629	0.616998	0.777555	-0.120045
-0.017781	0.617549	0.777016	-0.120679
-0.017571	0.617041	0.777487	-0.120271
-0.017425	0.617446	0.777143	-0.120439
-0.017625	0.617253	0.777307	-0.120339
-0.017657	0.617340	0.777225	-0.120420
-0.017182	0.616984	0.777459	-0.120806
-0.017398	0.617044	0.777509	-0.120138
-0.017313	0.617182	0.777355	-0.120439
-0.017431	0.616585	0.777867	-0.120174
-0.017380	0.616676	0.777807	-0.120104
-0.017566	0.616173	0.778221	-0.119977
-0.017623	0.616456	0.777950	-0.120272
-0.017320	0.616054	0.778353	-0.119767
-0.017480	0.616668	0.777833	-0.119957
-0.017031	0.616549	0.777838	-0.120605
-0.016991	0.616732	0.777744	-0.120282
-0.017096	0.617235	0.777369	-0.120111
-0.017157	0.616856	0.777737	-0.119666
-0.017183	0.616677	0.777854	-0.119822
