0.018339	0.613417	0.788705	-0.036444
0.018464	0.612491	0.789351	-0.037928
0.018816	0.612546	0.789271	-0.038522
0.019296	0.611779	0.789829	-0.039035
0.019068	0.612328	0.789361	-0.040007
0.019238	0.612189	0.789418	-0.040907
0.018498	0.612728	0.788935	-0.042465
0.018464	0.612589	0.788978	-0.043671
0.018756	0.612631	0.788864	-0.044995
0.019205	0.612585	0.788745	-0.047454
0.019182	0.612769	0.788552	-0.048286
0.019401	0.613958	0.787356	-0.052435
0.019594	0.614605	0.786697	-0.054632
0.018984	0.615819	0.785664	-0.056023
0.019486	0.616720	0.784798	-0.058049
0.019375	0.618075	0.783549	-0.060491
0.019968	0.618624	0.782963	-0.062244
0.019673	0.619621	0.782039	-0.064014
0.019521	0.620149	0.781472	-0.065842
0.019961	0.620403	0.781073	-0.068020
0.020090	0.620702	0.780720	-0.069296
0.020467	0.620795	0.780527	-0.070514
0.020361	0.621637	0.779679	-0.072480
0.020477	0.622162	0.779245	-0.072606
0.019940	0.623914	0.777742	-0.073826
0.020551	0.624230	0.777445	-0.074129
0.020841	0.625561	0.776285	-0.074972
0.020749	0.627413	0.774773	-0.075160
0.021059	0.628957	0.773438	-0.075918
0.021027	0.629654	0.772851	-0.076128
0.021196	0.630513	0.772175	-0.075827
0.020950	0.631814	0.771043	-0.076582
0.021301	0.631893	0.771036	-0.075908
0.020910	0.633209	0.769949	-0.076071
0.021359	0.633210	0.769912	-0.076320
0.022201	0.634142	0.769066	-0.076871
0.023382	0.633965	0.769179	-0.076852
0.023882	0.634829	0.768378	-0.077574
0.024499	0.635191	0.768002	-0.078135
0.025380	0.635703	0.767545	-0.078179
0.025746	0.636569	0.766853	-0.077802
0.026933	0.637486	0.766075	-0.077555
0.028006	0.638862	0.764829	-0.078145
0.028695	0.639558	0.764293	-0.077451
0.029068	0.641108	0.762894	-0.078289
0.030028	0.641277	0.762773	-0.077712
0.030461	0.642153	0.762045	-0.077451
0.031030	0.642381	0.761909	-0.076672
0.031432	0.642938	0.761462	-0.076279
0.032666	0.643188	0.761251	-0.075761
0.033108	0.643811	0.760799	-0.074799
0.033920	0.644582	0.760155	-0.074342
0.034342	0.645030	0.759837	-0.073518
0.034686	0.645519	0.759461	-0.072945
0.035558	0.645679	0.759359	-0.072170
0.036006	0.646520	0.758611	-0.072287
0.036962	0.647207	0.758155	-0.070416
0.037249	0.648280	0.757208	-0.070583
0.037526	0.649250	0.756371	-0.070499
0.038308	0.650262	0.755544	-0.069606
0.038442	0.651453	0.754626	-0.068340
0.039053	0.651454	0.754639	-0.067843
0.039436	0.651916	0.754295	-0.067006
0.039990	0.652032	0.754247	-0.066084
0.040284	0.652270	0.753935	-0.067101
0.041175	0.652072	0.754204	-0.065452
0.041512	0.652560	0.753812	-0.064880
0.042009	0.652812	0.753686	-0.063475
0.042150	0.653126	0.753358	-0.064045
0.042499	0.653555	0.753055	-0.062990
0.042565	0.654668	0.752176	-0.061877
0.042920	0.655705	0.751257	-0.061814
0.043649	0.656268	0.750804	-0.060828
0.043459	0.657312	0.750000	-0.059604
0.043985	0.657418	0.749905	-0.059241
0.044083	0.657832	0.749529	-0.059333
0.044320	0.657213	0.750139	-0.058285
0.044833	0.657180	0.750178	-0.057771
0.044824	0.657144	0.750232	-0.057479
0.045140	0.656845	0.750502	-0.057139
0.045377	0.657183	0.750262	-0.056209
0.045732	0.657182	0.750290	-0.055543
0.045802	0.658083	0.749464	-0.055965
0.046130	0.658127	0.749502	-0.054659
0.045848	0.659200	0.748552	-0.054990
0.046087	0.659068	0.748694	-0.054433
0.045485	0.659446	0.748466	-0.053481
0.045760	0.659570	0.748391	-0.052762
0.046409	0.659852	0.748124	-0.052463
0.046336	0.659959	0.748080	-0.051812
0.046525	0.660371	0.747725	-0.051505
0.046262	0.660540	0.747561	-0.051953
0.046932	0.660465	0.747620	-0.051462
0.047061	0.660629	0.747457	-0.051597
0.047142	0.660277	0.747803	-0.051024
0.046668	0.660964	0.747203	-0.051345
0.047309	0.660714	0.747441	-0.050495
0.046927	0.661491	0.746775	-0.050545
0.047192	0.661886	0.746391	-0.050795
0.046851	0.662102	0.746272	-0.050037
0.047242	0.662463	0.745950	-0.049684
0.047298	0.662174	0.746193	-0.049849
0.047333	0.662002	0.746340	-0.049902
0.047906	0.662014	0.746329	-0.049346
0.047201	0.662366	0.746051	-0.049504
0.047113	0.662199	0.746254	-0.048765
0.046992	0.662940	0.745613	-0.048614
0.046966	0.663171	0.745432	-0.048260
0.046882	0.663167	0.745441	-0.048269
0.046846	0.662796	0.745807	-0.047738
0.046900	0.663029	0.745621	-0.047350
0.046972	0.663115	0.745500	-0.047983
0.047243	0.662846	0.745755	-0.047459
0.046690	0.663295	0.745439	-0.046697
0.046931	0.663156	0.745575	-0.046258
0.046282	0.663500	0.745290	-0.046558
