0.386762	0.366419	-0.216923
0.385620	0.367701	-0.216904
0.385146	0.367955	-0.217522
0.384824	0.368193	-0.217427
0.384097	0.368686	-0.218366
0.383306	0.369376	-0.218951
0.382014	0.370348	-0.219875
0.380855	0.371380	-0.220604
0.379825	0.371945	-0.221613
0.377729	0.373294	-0.223467
0.377058	0.373621	-0.224114
0.373424	0.375678	-0.227865
0.371562	0.376457	-0.229953
0.370244	0.377080	-0.231700
0.368363	0.377771	-0.234348
0.366097	0.378715	-0.237126
0.364365	0.379292	-0.239508
0.362612	0.379988	-0.241558
0.360616	0.381093	-0.243358
0.358414	0.381863	-0.245517
0.356776	0.382612	-0.247179
0.355420	0.383061	-0.248540
0.353073	0.384004	-0.250911
0.352716	0.383630	-0.251989
0.351080	0.383757	-0.254519
0.350386	0.383609	-0.255834
0.349264	0.383152	-0.258128
0.348234	0.382646	-0.260758
0.346977	0.382045	-0.263320
0.346213	0.381980	-0.264527
0.345952	0.381020	-0.265867
0.344430	0.380952	-0.268065
0.344764	0.380256	-0.268335
0.343909	0.379527	-0.270087
0.343179	0.379457	-0.270971
0.342196	0.378530	-0.273027
0.341691	0.377839	-0.273972
0.340636	0.377112	-0.275829
0.339547	0.376888	-0.277245
0.339237	0.375791	-0.278509
0.339239	0.374655	-0.279724
0.338949	0.373055	-0.281657
0.337800	0.371726	-0.284325
0.338144	0.370109	-0.285291
0.336884	0.369055	-0.287714
0.336970	0.367921	-0.288441
0.336943	0.366394	-0.289630
0.337117	0.365287	-0.290227
0.337219	0.363917	-0.291004
0.337207	0.362386	-0.291982
0.337863	0.360612	-0.292479
0.337857	0.358918	-0.293672
0.338340	0.357236	-0.293978
0.338558	0.356052	-0.294482
0.338824	0.354643	-0.294940
0.338488	0.353488	-0.296058
0.339775	0.350815	-0.296431
0.339383	0.349541	-0.297675
0.339088	0.348469	-0.298741
0.339618	0.346048	-0.299624
0.340330	0.343974	-0.300232
0.340614	0.342869	-0.300305
0.341056	0.341314	-0.300484
0.341789	0.339705	-0.300376
0.340669	0.339403	-0.301175
0.341879	0.337709	-0.300669
0.342319	0.335985	-0.300756
0.343325	0.334318	-0.300575
0.342700	0.333627	-0.300970
0.343371	0.332137	-0.300953
0.344278	0.329962	-0.301234
0.343982	0.328660	-0.302146
0.344671	0.326621	-0.302376
0.345561	0.324902	-0.302481
0.345612	0.323837	-0.302583
0.345427	0.323083	-0.302812
0.346130	0.322229	-0.301680
0.346490	0.320892	-0.301477
0.346600	0.320421	-0.301160
0.346739	0.319289	-0.300617
0.347229	0.318041	-0.300472
0.347699	0.316986	-0.300166
0.347069	0.316210	-0.301022
0.347937	0.314560	-0.300374
0.347426	0.313743	-0.301080
0.347706	0.313272	-0.300763
0.348357	0.311948	-0.299974
0.348676	0.311096	-0.299881
0.348755	0.309870	-0.300153
0.348975	0.308980	-0.299672
0.349039	0.307822	-0.299740
0.348340	0.307921	-0.299793
0.348566	0.306750	-0.299624
0.348256	0.306370	-0.299782
0.348504	0.306004	-0.299144
0.348085	0.305582	-0.299437
0.348548	0.304590	-0.299059
0.348351	0.303795	-0.299336
0.347781	0.303460	-0.299904
0.348281	0.302554	-0.299247
0.348139	0.301839	-0.299654
0.347727	0.301770	-0.299388
0.347294	0.301709	-0.299207
0.347493	0.300634	-0.299154
0.347185	0.300646	-0.298977
0.347524	0.300316	-0.298346
0.347320	0.299419	-0.298565
0.347213	0.299107	-0.298576
0.346985	0.298921	-0.298284
0.347034	0.298843	-0.297561
0.347158	0.298066	-0.297373
0.346181	0.298390	-0.297672
0.346365	0.297838	-0.297099
0.346789	0.297320	-0.296605
0.346800	0.297008	-0.296256
0.346413	0.297222	-0.296102
